scenario,replicate,semester,cumulative_k
Open MOOC,462,1,5.284
Open MOOC,462,2,10.758
Open MOOC,462,3,16.14
Open MOOC,463,1,5.545
Open MOOC,463,2,11.097
Open MOOC,463,3,16.549
Open MOOC,464,1,5.463
Open MOOC,464,2,10.969
Open MOOC,464,3,16.442
Open MOOC,465,1,5.54
Open MOOC,465,2,10.908
Open MOOC,465,3,16.332
Open MOOC,466,1,5.43
Open MOOC,466,2,10.842
Open MOOC,466,3,16.099
Open MOOC,467,1,5.454
Open MOOC,467,2,10.944
Open MOOC,467,3,16.393
Open MOOC,468,1,5.489
Open MOOC,468,2,10.752
Open MOOC,468,3,16.197
Open MOOC,469,1,5.396
Open MOOC,469,2,10.802
Open MOOC,469,3,16.303
Open MOOC,470,1,5.495
Open MOOC,470,2,10.864
Open MOOC,470,3,16.283
Open MOOC,471,1,5.333
Open MOOC,471,2,10.703
Open MOOC,471,3,16.048
Open MOOC,472,1,5.511
Open MOOC,472,2,10.968
Open MOOC,472,3,16.415
Open MOOC,473,1,5.478
Open MOOC,473,2,10.757
Open MOOC,473,3,16.22
Open MOOC,474,1,5.377
Open MOOC,474,2,10.735
Open MOOC,474,3,16.221
Open MOOC,475,1,5.316
Open MOOC,475,2,10.631
Open MOOC,475,3,16.016
Open MOOC,476,1,5.426
Open MOOC,476,2,10.836
Open MOOC,476,3,16.196
Open MOOC,477,1,5.407
Open MOOC,477,2,10.662
Open MOOC,477,3,16.101
Open MOOC,478,1,5.406
Open MOOC,478,2,10.768
Open MOOC,478,3,16.21
Open MOOC,479,1,5.468
Open MOOC,479,2,10.93
Open MOOC,479,3,16.373
Open MOOC,480,1,5.597
Open MOOC,480,2,10.949
Open MOOC,480,3,16.367
Open MOOC,481,1,5.367
Open MOOC,481,2,10.887
Open MOOC,481,3,16.31
Open MOOC,482,1,5.5
Open MOOC,482,2,11.011
Open MOOC,482,3,16.402
Open MOOC,483,1,5.419
Open MOOC,483,2,10.724
Open MOOC,483,3,16.054
Open MOOC,484,1,5.369
Open MOOC,484,2,10.915
Open MOOC,484,3,16.409
Open MOOC,485,1,5.455
Open MOOC,485,2,10.768
Open MOOC,485,3,16.3
Open MOOC,486,1,5.469
Open MOOC,486,2,10.997
Open MOOC,486,3,16.445
Open MOOC,487,1,5.345
Open MOOC,487,2,10.786
Open MOOC,487,3,16.22
Open MOOC,488,1,5.451
Open MOOC,488,2,10.688
Open MOOC,488,3,16.181
Open MOOC,489,1,5.471
Open MOOC,489,2,10.916
Open MOOC,489,3,16.444
Open MOOC,490,1,5.432
Open MOOC,490,2,10.799
Open MOOC,490,3,16.199
Open MOOC,491,1,5.462
Open MOOC,491,2,10.805
Open MOOC,491,3,16.262
Open MOOC,492,1,5.437
Open MOOC,492,2,10.846
Open MOOC,492,3,16.162
Open MOOC,493,1,5.519
Open MOOC,493,2,10.837
Open MOOC,493,3,16.251
Open MOOC,494,1,5.514
Open MOOC,494,2,11.016
Open MOOC,494,3,16.382
Open MOOC,495,1,5.401
Open MOOC,495,2,10.849
Open MOOC,495,3,16.302
Open MOOC,496,1,5.365
Open MOOC,496,2,10.73
Open MOOC,496,3,16.197
Open MOOC,497,1,5.527
Open MOOC,497,2,10.96
Open MOOC,497,3,16.452
Open MOOC,498,1,5.487
Open MOOC,498,2,10.97
Open MOOC,498,3,16.461
Open MOOC,499,1,5.531
Open MOOC,499,2,11.091
Open MOOC,499,3,16.618
