scenario,replicate,semester,cumulative_k
Medium lecture,496,3,5.536
Medium lecture,497,1,1.822
Medium lecture,497,2,3.563
Medium lecture,497,3,5.372
Medium lecture,498,1,1.879
Medium lecture,498,2,3.721
Medium lecture,498,3,5.603
Medium lecture,499,1,1.879
Medium lecture,499,2,3.743
Medium lecture,499,3,5.6
Large lecture,0,1,3.708
Large lecture,0,2,7.271
Large lecture,0,3,10.903
Large lecture,1,1,3.645
Large lecture,1,2,7.203
Large lecture,1,3,10.911
Large lecture,2,1,3.644
Large lecture,2,2,7.208
Large lecture,2,3,10.721
Large lecture,3,1,3.524
Large lecture,3,2,7.104
Large lecture,3,3,10.761
Large lecture,4,1,3.624
Large lecture,4,2,7.315
Large lecture,4,3,10.887
Large lecture,5,1,3.583
Large lecture,5,2,7.143
Large lecture,5,3,10.801
Large lecture,6,1,3.572
Large lecture,6,2,7.073
Large lecture,6,3,10.716
Large lecture,7,1,3.655
Large lecture,7,2,7.272
Large lecture,7,3,10.866
Large lecture,8,1,3.539
Large lecture,8,2,7.156
Large lecture,8,3,10.718
Large lecture,9,1,3.446
Large lecture,9,2,7.081
Large lecture,9,3,10.675
Large lecture,10,1,3.634
Large lecture,10,2,7.305
Large lecture,10,3,10.807
Large lecture,11,1,3.672
Large lecture,11,2,7.256
Large lecture,11,3,10.888
Large lecture,12,1,3.634
Large lecture,12,2,7.221
Large lecture,12,3,10.754
Large lecture,13,1,3.554
Large lecture,13,2,7.094
Large lecture,13,3,10.783
Large lecture,14,1,3.563
Large lecture,14,2,7.16
Large lecture,14,3,10.744
Large lecture,15,1,3.579
Large lecture,15,2,7.134
Large lecture,15,3,10.734
Large lecture,16,1,3.7
Large lecture,16,2,7.312
Large lecture,16,3,10.909
Large lecture,17,1,3.628
Large lecture,17,2,7.222
Large lecture,17,3,10.779
Large lecture,18,1,3.622
Large lecture,18,2,7.199
Large lecture,18,3,10.81
Large lecture,19,1,3.554
Large lecture,19,2,7.092
Large lecture,19,3,10.678
Large lecture,20,1,3.646
Large lecture,20,2,7.218
Large lecture,20,3,10.823
Large lecture,21,1,3.566
Large lecture,21,2,7.09
Large lecture,21,3,10.676
Large lecture,22,1,3.584
Large lecture,22,2,7.203
Large lecture,22,3,10.667
Large lecture,23,1,3.63
Large lecture,23,2,7.227
Large lecture,23,3,10.793
Large lecture,24,1,3.594
Large lecture,24,2,7.145
Large lecture,24,3,10.642
Large lecture,25,1,3.597
Large lecture,25,2,7.196
Large lecture,25,3,10.797
Large lecture,26,1,3.604
Large lecture,26,2,7.158
Large lecture,26,3,10.813
Large lecture,27,1,3.61
Large lecture,27,2,7.349
Large lecture,27,3,11.007
Large lecture,28,1,3.602
Large lecture,28,2,7.221
Large lecture,28,3,10.847
Large lecture,29,1,3.677
Large lecture,29,2,7.273
Large lecture,29,3,10.793
Large lecture,30,1,3.494
Large lecture,30,2,7.086
Large lecture,30,3,10.6
Large lecture,31,1,3.489
Large lecture,31,2,6.993
Large lecture,31,3,10.663
Large lecture,32,1,3.576
Large lecture,32,2,7.139
Large lecture,32,3,10.78
Large lecture,33,1,3.54
Large lecture,33,2,7.063
Large lecture,33,3,10.653
Large lecture,34,1,3.594
Large lecture,34,2,7.113
Large lecture,34,3,10.688
Large lecture,35,1,3.581
Large lecture,35,2,7.324
Large lecture,35,3,10.917
Large lecture,36,1,3.69
Large lecture,36,2,7.255
Large lecture,36,3,10.946
Large lecture,37,1,3.493
Large lecture,37,2,6.979
Large lecture,37,3,10.605
Large lecture,38,1,3.597
Large lecture,38,2,7.104
Large lecture,38,3,10.665
Large lecture,39,1,3.494
Large lecture,39,2,7.097
Large lecture,39,3,10.645
Large lecture,40,1,3.612
Large lecture,40,2,7.185
Large lecture,40,3,10.714
Large lecture,41,1,3.579
Large lecture,41,2,7.185
Large lecture,41,3,10.757
Large lecture,42,1,3.616
Large lecture,42,2,7.172
Large lecture,42,3,10.704
Large lecture,43,1,3.511
Large lecture,43,2,7.095
Large lecture,43,3,10.761
Large lecture,44,1,3.678
Large lecture,44,2,7.394
Large lecture,44,3,11.01
Large lecture,45,1,3.632
Large lecture,45,2,7.112
Large lecture,45,3,10.659
Large lecture,46,1,3.559
Large lecture,46,2,7.237
Large lecture,46,3,10.819
Large lecture,47,1,3.509
Large lecture,47,2,7.069
Large lecture,47,3,10.713
Large lecture,48,1,3.654
Large lecture,48,2,7.276
Large lecture,48,3,10.895
Large lecture,49,1,3.612
Large lecture,49,2,7.135
Large lecture,49,3,10.66
Large lecture,50,1,3.525
Large lecture,50,2,7.152
Large lecture,50,3,10.778
Large lecture,51,1,3.613
Large lecture,51,2,7.126
Large lecture,51,3,10.717
Large lecture,52,1,3.584
Large lecture,52,2,7.158
Large lecture,52,3,10.794
Large lecture,53,1,3.668
Large lecture,53,2,7.289
Large lecture,53,3,10.793
Large lecture,54,1,3.492
Large lecture,54,2,7.024
Large lecture,54,3,10.659
Large lecture,55,1,3.574
Large lecture,55,2,7.145
Large lecture,55,3,10.685
Large lecture,56,1,3.535
Large lecture,56,2,7.211
Large lecture,56,3,10.798
Large lecture,57,1,3.715
Large lecture,57,2,7.293
Large lecture,57,3,10.824
Large lecture,58,1,3.459
Large lecture,58,2,7.087
Large lecture,58,3,10.688
Large lecture,59,1,3.485
Large lecture,59,2,7.153
Large lecture,59,3,10.877
Large lecture,60,1,3.658
Large lecture,60,2,7.22
Large lecture,60,3,10.743
Large lecture,61,1,3.621
Large lecture,61,2,7.092
Large lecture,61,3,10.607
Large lecture,62,1,3.442
Large lecture,62,2,6.943
Large lecture,62,3,10.498
Large lecture,63,1,3.551
Large lecture,63,2,7.217
Large lecture,63,3,10.85
Large lecture,64,1,3.594
Large lecture,64,2,7.23
Large lecture,64,3,10.742
Large lecture,65,1,3.672
Large lecture,65,2,7.261
Large lecture,65,3,10.944
Large lecture,66,1,3.575
Large lecture,66,2,7.178
Large lecture,66,3,10.703
Large lecture,67,1,3.663
Large lecture,67,2,7.264
Large lecture,67,3,10.877
Large lecture,68,1,3.635
Large lecture,68,2,7.131
Large lecture,68,3,10.763
Large lecture,69,1,3.634
Large lecture,69,2,7.26
Large lecture,69,3,10.893
Large lecture,70,1,3.596
Large lecture,70,2,7.135
Large lecture,70,3,10.791
Large lecture,71,1,3.572
Large lecture,71,2,7.246
Large lecture,71,3,10.849
Large lecture,72,1,3.508
Large lecture,72,2,7.138
Large lecture,72,3,10.775
Large lecture,73,1,3.628
Large lecture,73,2,7.21
Large lecture,73,3,10.748
Large lecture,74,1,3.598
Large lecture,74,2,7.123
Large lecture,74,3,10.731
Large lecture,75,1,3.543
Large lecture,75,2,7.075
Large lecture,75,3,10.696
Large lecture,76,1,3.618
Large lecture,76,2,7.227
Large lecture,76,3,10.854
Large lecture,77,1,3.621
Large lecture,77,2,7.117
Large lecture,77,3,10.661
Large lecture,78,1,3.68
Large lecture,78,2,7.262
Large lecture,78,3,10.775
Large lecture,79,1,3.508
Large lecture,79,2,7.073
Large lecture,79,3,10.681
Large lecture,80,1,3.485
Large lecture,80,2,7.008
Large lecture,80,3,10.531
Large lecture,81,1,3.545
Large lecture,81,2,7.081
Large lecture,81,3,10.695
Large lecture,82,1,3.659
Large lecture,82,2,7.224
Large lecture,82,3,10.9
Large lecture,83,1,3.583
Large lecture,83,2,7.25
Large lecture,83,3,10.745
Large lecture,84,1,3.637
Large lecture,84,2,7.21
Large lecture,84,3,10.988
Large lecture,85,1,3.521
Large lecture,85,2,7.069
Large lecture,85,3,10.657
Large lecture,86,1,3.606
Large lecture,86,2,7.213
Large lecture,86,3,10.809
Large lecture,87,1,3.673
Large lecture,87,2,7.213
Large lecture,87,3,11.008
Large lecture,88,1,3.589
Large lecture,88,2,7.162
Large lecture,88,3,10.674
Large lecture,89,1,3.677
Large lecture,89,2,7.284
Large lecture,89,3,10.944
Large lecture,90,1,3.593
Large lecture,90,2,7.097
Large lecture,90,3,10.533
Large lecture,91,1,3.631
Large lecture,91,2,7.242
Large lecture,91,3,10.85
Large lecture,92,1,3.507
Large lecture,92,2,7.153
Large lecture,92,3,10.719
Large lecture,93,1,3.521
Large lecture,93,2,7.168
Large lecture,93,3,10.669
Large lecture,94,1,3.485
Large lecture,94,2,7.16
Large lecture,94,3,10.725
Large lecture,95,1,3.606
Large lecture,95,2,7.145
Large lecture,95,3,10.721
Large lecture,96,1,3.61
Large lecture,96,2,7.145
Large lecture,96,3,10.76
Large lecture,97,1,3.662
Large lecture,97,2,7.145
Large lecture,97,3,10.82
Large lecture,98,1,3.597
Large lecture,98,2,7.242
Large lecture,98,3,10.815
Large lecture,99,1,3.682
Large lecture,99,2,7.237
Large lecture,99,3,10.826
Large lecture,100,1,3.599
Large lecture,100,2,7.189
Large lecture,100,3,10.784
Large lecture,101,1,3.611
Large lecture,101,2,7.159
Large lecture,101,3,10.799
Large lecture,102,1,3.737
Large lecture,102,2,7.404
Large lecture,102,3,10.948
Large lecture,103,1,3.613
Large lecture,103,2,7.222
Large lecture,103,3,10.666
Large lecture,104,1,3.663
Large lecture,104,2,7.226
Large lecture,104,3,10.868
Large lecture,105,1,3.588
Large lecture,105,2,7.142
Large lecture,105,3,10.801
Large lecture,106,1,3.579
Large lecture,106,2,7.223
Large lecture,106,3,10.74
Large lecture,107,1,3.511
Large lecture,107,2,7.027
Large lecture,107,3,10.621
Large lecture,108,1,3.666
Large lecture,108,2,7.212
Large lecture,108,3,10.869
Large lecture,109,1,3.547
Large lecture,109,2,7.155
Large lecture,109,3,10.723
Large lecture,110,1,3.564
Large lecture,110,2,7.061
Large lecture,110,3,10.625
Large lecture,111,1,3.569
Large lecture,111,2,7.204
Large lecture,111,3,10.774
Large lecture,112,1,3.421
Large lecture,112,2,6.954
Large lecture,112,3,10.593
Large lecture,113,1,3.716
Large lecture,113,2,7.427
Large lecture,113,3,11.005
Large lecture,114,1,3.712
Large lecture,114,2,7.257
Large lecture,114,3,10.84
Large lecture,115,1,3.588
Large lecture,115,2,7.167
Large lecture,115,3,10.708
Large lecture,116,1,3.586
Large lecture,116,2,7.017
Large lecture,116,3,10.638
Large lecture,117,1,3.512
Large lecture,117,2,7.055
Large lecture,117,3,10.509
Large lecture,118,1,3.552
Large lecture,118,2,7.156
Large lecture,118,3,10.752
Large lecture,119,1,3.71
Large lecture,119,2,7.299
Large lecture,119,3,10.864
Large lecture,120,1,3.652
Large lecture,120,2,7.279
Large lecture,120,3,10.76
Large lecture,121,1,3.599
Large lecture,121,2,7.146
Large lecture,121,3,10.735
Large lecture,122,1,3.591
Large lecture,122,2,7.122
Large lecture,122,3,10.842
Large lecture,123,1,3.545
Large lecture,123,2,7.194
Large lecture,123,3,10.792
Large lecture,124,1,3.688
Large lecture,124,2,7.232
Large lecture,124,3,10.84
Large lecture,125,1,3.634
Large lecture,125,2,7.286
Large lecture,125,3,10.815
Large lecture,126,1,3.465
Large lecture,126,2,7.088
Large lecture,126,3,10.672
Large lecture,127,1,3.564
Large lecture,127,2,7.131
Large lecture,127,3,10.747
Large lecture,128,1,3.557
Large lecture,128,2,7.124
Large lecture,128,3,10.654
Large lecture,129,1,3.699
Large lecture,129,2,7.248
Large lecture,129,3,10.775
Large lecture,130,1,3.585
Large lecture,130,2,7.171
Large lecture,130,3,10.764
Large lecture,131,1,3.604
Large lecture,131,2,7.158
Large lecture,131,3,10.726
Large lecture,132,1,3.686
Large lecture,132,2,7.241
Large lecture,132,3,10.905
Large lecture,133,1,3.522
Large lecture,133,2,7.119
Large lecture,133,3,10.69
Large lecture,134,1,3.594
Large lecture,134,2,7.185
Large lecture,134,3,10.825
Large lecture,135,1,3.689
Large lecture,135,2,7.368
Large lecture,135,3,10.951
Large lecture,136,1,3.628
Large lecture,136,2,7.216
Large lecture,136,3,10.83
Large lecture,137,1,3.553
Large lecture,137,2,7.128
Large lecture,137,3,10.742
Large lecture,138,1,3.613
Large lecture,138,2,7.193
Large lecture,138,3,10.84
Large lecture,139,1,3.513
Large lecture,139,2,6.953
Large lecture,139,3,10.56
Large lecture,140,1,3.568
Large lecture,140,2,7.096
Large lecture,140,3,10.859
Large lecture,141,1,3.625
Large lecture,141,2,7.138
Large lecture,141,3,10.673
Large lecture,142,1,3.517
Large lecture,142,2,7.113
Large lecture,142,3,10.705
Large lecture,143,1,3.582
Large lecture,143,2,7.148
Large lecture,143,3,10.807
Large lecture,144,1,3.677
Large lecture,144,2,7.187
Large lecture,144,3,10.737
Large lecture,145,1,3.392
Large lecture,145,2,7.082
Large lecture,145,3,10.699
Large lecture,146,1,3.67
Large lecture,146,2,7.265
Large lecture,146,3,10.868
Large lecture,147,1,3.588
Large lecture,147,2,7.213
Large lecture,147,3,10.782
Large lecture,148,1,3.519
Large lecture,148,2,7.08
Large lecture,148,3,10.767
Large lecture,149,1,3.542
Large lecture,149,2,7.029
Large lecture,149,3,10.575
Large lecture,150,1,3.694
Large lecture,150,2,7.3
Large lecture,150,3,10.936
Large lecture,151,1,3.593
Large lecture,151,2,7.168
Large lecture,151,3,10.589
Large lecture,152,1,3.669
Large lecture,152,2,7.188
Large lecture,152,3,10.705
Large lecture,153,1,3.571
Large lecture,153,2,7.12
Large lecture,153,3,10.779
Large lecture,154,1,3.643
Large lecture,154,2,7.226
Large lecture,154,3,10.946
Large lecture,155,1,3.666
Large lecture,155,2,7.323
Large lecture,155,3,10.834
Large lecture,156,1,3.619
Large lecture,156,2,7.209
Large lecture,156,3,10.669
Large lecture,157,1,3.57
Large lecture,157,2,7.166
Large lecture,157,3,10.697
Large lecture,158,1,3.561
Large lecture,158,2,7.23
Large lecture,158,3,10.829
Large lecture,159,1,3.651
Large lecture,159,2,7.398
Large lecture,159,3,11.098
Large lecture,160,1,3.605
Large lecture,160,2,7.158
Large lecture,160,3,10.759
Large lecture,161,1,3.612
Large lecture,161,2,7.172
Large lecture,161,3,10.758
Large lecture,162,1,3.659
Large lecture,162,2,7.285
Large lecture,162,3,10.859
Large lecture,163,1,3.616
Large lecture,163,2,7.202
Large lecture,163,3,10.877
Large lecture,164,1,3.643
Large lecture,164,2,7.084
Large lecture,164,3,10.649
Large lecture,165,1,3.693
Large lecture,165,2,7.268
Large lecture,165,3,10.886
Large lecture,166,1,3.49
Large lecture,166,2,6.989
Large lecture,166,3,10.559
Large lecture,167,1,3.489
Large lecture,167,2,7.065
Large lecture,167,3,10.515
Large lecture,168,1,3.51
Large lecture,168,2,7.049
Large lecture,168,3,10.613
Large lecture,169,1,3.596
Large lecture,169,2,7.114
Large lecture,169,3,10.655
Large lecture,170,1,3.623
Large lecture,170,2,7.315
Large lecture,170,3,10.902
Large lecture,171,1,3.564
Large lecture,171,2,7.231
Large lecture,171,3,10.821
Large lecture,172,1,3.602
Large lecture,172,2,7.168
Large lecture,172,3,10.846
Large lecture,173,1,3.608
Large lecture,173,2,7.228
Large lecture,173,3,10.939
Large lecture,174,1,3.557
Large lecture,174,2,7.141
Large lecture,174,3,10.758
Large lecture,175,1,3.639
Large lecture,175,2,7.132
Large lecture,175,3,10.693
Large lecture,176,1,3.587
Large lecture,176,2,7.119
Large lecture,176,3,10.622
Large lecture,177,1,3.641
Large lecture,177,2,7.22
Large lecture,177,3,10.66
Large lecture,178,1,3.618
Large lecture,178,2,7.321
Large lecture,178,3,11.058
Large lecture,179,1,3.47
Large lecture,179,2,7.016
Large lecture,179,3,10.574
Large lecture,180,1,3.654
Large lecture,180,2,7.235
Large lecture,180,3,10.804
Large lecture,181,1,3.641
Large lecture,181,2,7.2
Large lecture,181,3,10.724
Large lecture,182,1,3.54
Large lecture,182,2,7.191
Large lecture,182,3,10.771
Large lecture,183,1,3.561
Large lecture,183,2,7.077
Large lecture,183,3,10.685
Large lecture,184,1,3.561
Large lecture,184,2,7.097
Large lecture,184,3,10.709
Large lecture,185,1,3.533
Large lecture,185,2,7.197
Large lecture,185,3,10.824
Large lecture,186,1,3.609
Large lecture,186,2,7.192
Large lecture,186,3,10.764
Large lecture,187,1,3.508
Large lecture,187,2,7.138
Large lecture,187,3,10.694
Large lecture,188,1,3.531
Large lecture,188,2,7.06
Large lecture,188,3,10.756
Large lecture,189,1,3.491
Large lecture,189,2,7.045
Large lecture,189,3,10.628
Large lecture,190,1,3.654
Large lecture,190,2,7.192
Large lecture,190,3,10.945
Large lecture,191,1,3.518
Large lecture,191,2,7.025
Large lecture,191,3,10.578
Large lecture,192,1,3.555
Large lecture,192,2,7.148
Large lecture,192,3,10.794
Large lecture,193,1,3.529
Large lecture,193,2,7.167
Large lecture,193,3,10.761
Large lecture,194,1,3.587
Large lecture,194,2,7.229
Large lecture,194,3,10.81
Large lecture,195,1,3.669
Large lecture,195,2,7.313
Large lecture,195,3,10.901
Large lecture,196,1,3.633
Large lecture,196,2,7.206
Large lecture,196,3,10.68
Large lecture,197,1,3.48
Large lecture,197,2,7.05
Large lecture,197,3,10.619
Large lecture,198,1,3.538
Large lecture,198,2,7.105
Large lecture,198,3,10.783
Large lecture,199,1,3.668
Large lecture,199,2,7.289
Large lecture,199,3,10.828
Large lecture,200,1,3.617
Large lecture,200,2,7.125
Large lecture,200,3,10.73
Large lecture,201,1,3.613
Large lecture,201,2,7.204
Large lecture,201,3,10.669
Large lecture,202,1,3.585
Large lecture,202,2,7.179
Large lecture,202,3,10.651
Large lecture,203,1,3.652
Large lecture,203,2,7.264
Large lecture,203,3,10.746
Large lecture,204,1,3.562
Large lecture,204,2,7.164
Large lecture,204,3,10.792
Large lecture,205,1,3.607
Large lecture,205,2,7.149
Large lecture,205,3,10.786
Large lecture,206,1,3.667
Large lecture,206,2,7.361
Large lecture,206,3,10.919
Large lecture,207,1,3.559
Large lecture,207,2,7.198
Large lecture,207,3,10.788
Large lecture,208,1,3.592
Large lecture,208,2,7.139
Large lecture,208,3,10.701
Large lecture,209,1,3.558
Large lecture,209,2,7.184
Large lecture,209,3,10.848
Large lecture,210,1,3.641
Large lecture,210,2,7.203
Large lecture,210,3,10.658
Large lecture,211,1,3.526
Large lecture,211,2,7.159
Large lecture,211,3,10.768
Large lecture,212,1,3.609
Large lecture,212,2,7.233
Large lecture,212,3,10.75
Large lecture,213,1,3.593
Large lecture,213,2,7.218
Large lecture,213,3,10.79
Large lecture,214,1,3.585
Large lecture,214,2,7.129
Large lecture,214,3,10.727
Large lecture,215,1,3.561
Large lecture,215,2,7.162
Large lecture,215,3,10.816
Large lecture,216,1,3.587
Large lecture,216,2,7.141
Large lecture,216,3,10.759
Large lecture,217,1,3.594
Large lecture,217,2,7.344
Large lecture,217,3,10.919
Large lecture,218,1,3.612
Large lecture,218,2,7.254
Large lecture,218,3,10.75
Large lecture,219,1,3.44
Large lecture,219,2,7.028
Large lecture,219,3,10.64
Large lecture,220,1,3.646
Large lecture,220,2,7.283
Large lecture,220,3,10.882
Large lecture,221,1,3.591
Large lecture,221,2,7.143
Large lecture,221,3,10.632
Large lecture,222,1,3.59
Large lecture,222,2,7.15
Large lecture,222,3,10.732
Large lecture,223,1,3.641
Large lecture,223,2,7.312
Large lecture,223,3,10.85
Large lecture,224,1,3.695
Large lecture,224,2,7.218
Large lecture,224,3,10.752
Large lecture,225,1,3.626
Large lecture,225,2,7.214
Large lecture,225,3,10.85
Large lecture,226,1,3.657
Large lecture,226,2,7.192
Large lecture,226,3,10.737
Large lecture,227,1,3.571
Large lecture,227,2,7.14
Large lecture,227,3,10.774
Large lecture,228,1,3.632
Large lecture,228,2,7.331
Large lecture,228,3,10.849
Large lecture,229,1,3.74
Large lecture,229,2,7.271
Large lecture,229,3,10.85
Large lecture,230,1,3.593
Large lecture,230,2,7.075
Large lecture,230,3,10.692
Large lecture,231,1,3.607
Large lecture,231,2,7.207
Large lecture,231,3,10.694
Large lecture,232,1,3.578
Large lecture,232,2,7.216
Large lecture,232,3,10.829
Large lecture,233,1,3.588
Large lecture,233,2,7.217
Large lecture,233,3,10.794
Large lecture,234,1,3.625
Large lecture,234,2,7.172
Large lecture,234,3,10.734
Large lecture,235,1,3.59
Large lecture,235,2,7.211
Large lecture,235,3,10.793
Large lecture,236,1,3.509
Large lecture,236,2,7.125
Large lecture,236,3,10.757
Large lecture,237,1,3.571
Large lecture,237,2,7.252
Large lecture,237,3,10.985
Large lecture,238,1,3.61
Large lecture,238,2,7.141
Large lecture,238,3,10.819
Large lecture,239,1,3.511
Large lecture,239,2,7.146
Large lecture,239,3,10.809
Large lecture,240,1,3.655
Large lecture,240,2,7.225
Large lecture,240,3,10.848
Large lecture,241,1,3.707
Large lecture,241,2,7.319
Large lecture,241,3,10.95
Large lecture,242,1,3.484
Large lecture,242,2,7.094
Large lecture,242,3,10.654
Large lecture,243,1,3.668
Large lecture,243,2,7.234
Large lecture,243,3,10.867
Large lecture,244,1,3.556
Large lecture,244,2,7.065
Large lecture,244,3,10.575
Large lecture,245,1,3.624
Large lecture,245,2,7.234
Large lecture,245,3,10.806
Large lecture,246,1,3.689
Large lecture,246,2,7.294
Large lecture,246,3,11.024
Large lecture,247,1,3.553
Large lecture,247,2,7.203
Large lecture,247,3,10.808
Large lecture,248,1,3.612
Large lecture,248,2,7.283
Large lecture,248,3,10.896
Large lecture,249,1,3.57
Large lecture,249,2,7.044
Large lecture,249,3,10.663
Large lecture,250,1,3.648
Large lecture,250,2,7.32
Large lecture,250,3,10.841
Large lecture,251,1,3.623
Large lecture,251,2,7.258
Large lecture,251,3,10.872
Large lecture,252,1,3.529
Large lecture,252,2,7.081
Large lecture,252,3,10.684
Large lecture,253,1,3.547
Large lecture,253,2,7.212
Large lecture,253,3,10.881
Large lecture,254,1,3.555
Large lecture,254,2,7.122
Large lecture,254,3,10.702
Large lecture,255,1,3.62
Large lecture,255,2,7.267
Large lecture,255,3,10.853
Large lecture,256,1,3.531
Large lecture,256,2,7.171
Large lecture,256,3,10.87
Large lecture,257,1,3.656
Large lecture,257,2,7.355
Large lecture,257,3,10.803
Large lecture,258,1,3.534
Large lecture,258,2,7.039
Large lecture,258,3,10.672
Large lecture,259,1,3.572
Large lecture,259,2,7.275
Large lecture,259,3,10.946
Large lecture,260,1,3.551
Large lecture,260,2,7.165
Large lecture,260,3,10.741
Large lecture,261,1,3.635
Large lecture,261,2,7.231
Large lecture,261,3,10.795
Large lecture,262,1,3.542
Large lecture,262,2,7.188
Large lecture,262,3,10.722
Large lecture,263,1,3.518
Large lecture,263,2,7.079
Large lecture,263,3,10.647
Large lecture,264,1,3.66
Large lecture,264,2,7.293
Large lecture,264,3,10.921
Large lecture,265,1,3.54
Large lecture,265,2,7.228
Large lecture,265,3,10.91
Large lecture,266,1,3.597
Large lecture,266,2,7.298
Large lecture,266,3,10.997
Large lecture,267,1,3.629
Large lecture,267,2,7.216
Large lecture,267,3,10.798
Large lecture,268,1,3.763
Large lecture,268,2,7.415
Large lecture,268,3,11.045
Large lecture,269,1,3.602
Large lecture,269,2,7.234
Large lecture,269,3,10.813
Large lecture,270,1,3.632
Large lecture,270,2,7.124
Large lecture,270,3,10.696
Large lecture,271,1,3.715
Large lecture,271,2,7.279
Large lecture,271,3,10.816
Large lecture,272,1,3.577
Large lecture,272,2,7.203
Large lecture,272,3,10.731
Large lecture,273,1,3.622
Large lecture,273,2,7.265
Large lecture,273,3,10.801
Large lecture,274,1,3.575
Large lecture,274,2,7.18
Large lecture,274,3,10.72
Large lecture,275,1,3.492
Large lecture,275,2,6.975
Large lecture,275,3,10.633
Large lecture,276,1,3.447
Large lecture,276,2,6.993
Large lecture,276,3,10.607
Large lecture,277,1,3.673
Large lecture,277,2,7.368
Large lecture,277,3,10.954
Large lecture,278,1,3.488
Large lecture,278,2,6.946
Large lecture,278,3,10.551
Large lecture,279,1,3.597
Large lecture,279,2,7.152
Large lecture,279,3,10.772
Large lecture,280,1,3.569
Large lecture,280,2,7.143
Large lecture,280,3,10.633
Large lecture,281,1,3.634
Large lecture,281,2,7.164
Large lecture,281,3,10.689
Large lecture,282,1,3.539
Large lecture,282,2,7.155
Large lecture,282,3,10.655
Large lecture,283,1,3.541
Large lecture,283,2,7.045
Large lecture,283,3,10.651
Large lecture,284,1,3.642
Large lecture,284,2,7.192
Large lecture,284,3,10.732
Large lecture,285,1,3.496
Large lecture,285,2,7.027
Large lecture,285,3,10.712
Large lecture,286,1,3.525
Large lecture,286,2,7.213
Large lecture,286,3,10.778
Large lecture,287,1,3.552
Large lecture,287,2,7.27
Large lecture,287,3,10.911
Large lecture,288,1,3.512
Large lecture,288,2,7.103
Large lecture,288,3,10.676
Large lecture,289,1,3.509
Large lecture,289,2,7.122
Large lecture,289,3,10.631
Large lecture,290,1,3.578
Large lecture,290,2,7.13
Large lecture,290,3,10.666
Large lecture,291,1,3.603
Large lecture,291,2,7.115
Large lecture,291,3,10.744
Large lecture,292,1,3.526
Large lecture,292,2,7.126
Large lecture,292,3,10.644
Large lecture,293,1,3.591
Large lecture,293,2,7.264
Large lecture,293,3,10.865
Large lecture,294,1,3.708
Large lecture,294,2,7.283
Large lecture,294,3,10.853
Large lecture,295,1,3.651
Large lecture,295,2,7.209
Large lecture,295,3,10.721
Large lecture,296,1,3.509
Large lecture,296,2,7.102
Large lecture,296,3,10.692
Large lecture,297,1,3.664
Large lecture,297,2,7.242
Large lecture,297,3,10.845
Large lecture,298,1,3.664
Large lecture,298,2,7.295
Large lecture,298,3,10.905
Large lecture,299,1,3.616
Large lecture,299,2,7.177
Large lecture,299,3,10.882
Large lecture,300,1,3.478
Large lecture,300,2,7.079
Large lecture,300,3,10.616
Large lecture,301,1,3.679
Large lecture,301,2,7.313
Large lecture,301,3,10.915
Large lecture,302,1,3.631
Large lecture,302,2,7.233
Large lecture,302,3,10.792
Large lecture,303,1,3.643
Large lecture,303,2,7.255
Large lecture,303,3,10.964
Large lecture,304,1,3.619
Large lecture,304,2,7.153
Large lecture,304,3,10.754
Large lecture,305,1,3.587
Large lecture,305,2,7.201
Large lecture,305,3,10.75
Large lecture,306,1,3.656
Large lecture,306,2,7.317
Large lecture,306,3,10.935
Large lecture,307,1,3.637
Large lecture,307,2,7.309
Large lecture,307,3,10.822
Large lecture,308,1,3.644
Large lecture,308,2,7.219
Large lecture,308,3,10.852
Large lecture,309,1,3.599
Large lecture,309,2,7.21
Large lecture,309,3,10.766
Large lecture,310,1,3.558
Large lecture,310,2,7.203
Large lecture,310,3,10.778
Large lecture,311,1,3.492
Large lecture,311,2,7.065
Large lecture,311,3,10.671
Large lecture,312,1,3.737
Large lecture,312,2,7.424
Large lecture,312,3,11.031
Large lecture,313,1,3.563
Large lecture,313,2,7.202
Large lecture,313,3,10.763
Large lecture,314,1,3.56
Large lecture,314,2,7.152
Large lecture,314,3,10.754
Large lecture,315,1,3.53
Large lecture,315,2,7.098
Large lecture,315,3,10.706
Large lecture,316,1,3.629
Large lecture,316,2,7.206
Large lecture,316,3,10.853
Large lecture,317,1,3.617
Large lecture,317,2,7.222
Large lecture,317,3,10.778
Large lecture,318,1,3.707
Large lecture,318,2,7.28
Large lecture,318,3,10.916
Large lecture,319,1,3.622
Large lecture,319,2,7.164
Large lecture,319,3,10.803
Large lecture,320,1,3.6
Large lecture,320,2,7.163
Large lecture,320,3,10.706
Large lecture,321,1,3.578
Large lecture,321,2,7.123
Large lecture,321,3,10.823
Large lecture,322,1,3.562
Large lecture,322,2,7.229
Large lecture,322,3,10.728
Large lecture,323,1,3.581
Large lecture,323,2,7.266
Large lecture,323,3,10.952
Large lecture,324,1,3.618
Large lecture,324,2,7.308
Large lecture,324,3,10.809
Large lecture,325,1,3.439
Large lecture,325,2,7.059
Large lecture,325,3,10.666
Large lecture,326,1,3.506
Large lecture,326,2,7.155
Large lecture,326,3,10.817
Large lecture,327,1,3.487
Large lecture,327,2,6.984
Large lecture,327,3,10.491
Large lecture,328,1,3.55
Large lecture,328,2,7.177
Large lecture,328,3,10.738
Large lecture,329,1,3.613
